번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
16439,충청남도 천안시,,충청남도 천안시 서북구 쌍용동 467,생활방범,1,200,281,30,2020-10,041-521-5207,36.794765,127.117331,2021-09-30
16440,충청남도 천안시,충청남도 천안시 서북구 월봉2길 16,충청남도 천안시 서북구 쌍용동 1894,생활방범,1,200,-1,30,2020-10,041-521-5207,36.788819,127.117002,2021-09-30
16441,충청남도 천안시,충청남도 천안시 서북구 월봉2길 16,충청남도 천안시 서북구 쌍용동 1894,생활방범,1,200,301,30,2020-10,041-521-5207,36.788819,127.117002,2021-09-30
16442,충청남도 천안시,충청남도 천안시 서북구 월봉2길 16,충청남도 천안시 서북구 쌍용동 1894,생활방범,1,200,206,30,2020-10,041-521-5207,36.788819,127.117002,2021-09-30
16443,충청남도 천안시,충청남도 천안시 서북구 미라16길 19,충청남도 천안시 서북구 쌍용동 284,생활방범,1,200,94,30,2020-10,041-521-5207,36.807802,127.127207,2021-09-30
16444,충청남도 천안시,충청남도 천안시 서북구 미라16길 19,충청남도 천안시 서북구 쌍용동 284,생활방범,1,200,192,30,2020-10,041-521-5207,36.807802,127.127207,2021-09-30
16445,충청남도 천안시,충청남도 천안시 서북구 미라16길 19,충청남도 천안시 서북구 쌍용동 284,생활방범,1,200,295,30,2020-10,041-521-5207,36.807802,127.127207,2021-09-30
16446,충청남도 천안시,충청남도 천안시 서북구 백석5길 19,충청남도 천안시 서북구 백석동 848,생활방범,1,200,309,30,2020-10,041-521-5207,36.822595,127.126683,2021-09-30
16447,충청남도 천안시,충청남도 천안시 서북구 백석5길 19,충청남도 천안시 서북구 백석동 848,생활방범,1,200,142,30,2020-10,041-521-5207,36.822595,127.126683,2021-09-30
16448,충청남도 천안시,충청남도 천안시 서북구 불당26로 99,충청남도 천안시 서북구 불당동 1515,생활방범,1,200,-1,30,2020-10,041-521-5207,36.818455,127.107116,2021-09-30
16449,충청남도 천안시,충청남도 천안시 서북구 불당26로 99,충청남도 천안시 서북구 불당동 1515,생활방범,1,200,18,30,2020-10,041-521-5207,36.818455,127.107116,2021-09-30
16450,충청남도 천안시,충청남도 천안시 서북구 불당26로 99,충청남도 천안시 서북구 불당동 1515,생활방범,1,200,207,30,2020-10,041-521-5207,36.818455,127.107116,2021-09-30
16451,충청남도 천안시,충청남도 천안시 서북구 불당26로 99,충청남도 천안시 서북구 불당동 1515,생활방범,1,200,292,30,2020-10,041-521-5207,36.818455,127.107116,2021-09-30
16452,충청남도 천안시,충청남도 천안시 서북구 공원로 196,충청남도 천안시 서북구 불당동 1289,생활방범,1,200,-1,30,2020-10,041-521-5207,36.799337,127.102025,2021-09-30
16453,충청남도 천안시,충청남도 천안시 서북구 공원로 196,충청남도 천안시 서북구 불당동 1289,생활방범,1,200,341,30,2020-10,041-521-5207,36.799337,127.102025,2021-09-30
16454,충청남도 천안시,충청남도 천안시 서북구 광장로 245 (불당동),충청남도 천안시 서북구 불당동 1425,차량방범,1,300,24,30,2021-01,041-521-5207,36.800886,127.111604,2021-09-30
16455,충청남도 천안시,충청남도 천안시 서북구 광장로 245 (불당동),충청남도 천안시 서북구 불당동 1425,차량방범,1,300,204,30,2021-01,041-521-5207,36.800886,127.111604,2021-09-30
16456,충청남도 천안시,충청남도 천안시 서북구 광장로 245 (불당동),충청남도 천안시 서북구 불당동 1425,차량방범,1,300,204,30,2021-01,041-521-5207,36.800886,127.111604,2021-09-30
16457,충청남도 천안시,0,충청남도 천안시 서북구 불당동 1507,차량방범,1,200,110,30,2016-12,041-521-5207,36.817558,127.099922,2021-09-30
16458,충청남도 천안시,0,충청남도 천안시 서북구 불당동 1507,차량방범,1,200,110,30,2016-12,041-521-5207,36.817558,127.099922,2021-09-30
16459,충청남도 천안시,0,충청남도 천안시 서북구 불당동 1507,차량방범,1,200,110,30,2016-12,041-521-5207,36.817558,127.099922,2021-09-30
16460,충청남도 천안시,충청남도 천안시 서북구 불당19로 92 (불당동),충청남도 천안시 서북구 불당동 1799,차량방범,1,200,270,30,2016-12,041-521-5207,36.817558,127.099922,2021-09-30
16461,충청남도 천안시,충청남도 천안시 서북구 불당19로 92 (불당동),충청남도 천안시 서북구 불당동 1799,차량방범,1,200,270,30,2016-12,041-521-5207,36.817558,127.099922,2021-09-30
16462,충청남도 천안시,,충청남도 천안시 서북구 두정동 447-3,차량방범,1,300,350,30,2018-08,041-521-5207,36.82952,127.152188,2021-09-30
16463,충청남도 천안시,,충청남도 천안시 서북구 두정동 447-3,차량방범,1,300,350,30,2018-08,041-521-5207,36.829513,127.152124,2021-09-30
16464,충청남도 천안시,0,충청남도 천안시 서북구 신당동 20-6,차량방범,1,200,165,30,2016-09,041-521-5207,36.866314,127.149619,2021-09-30
16465,충청남도 천안시,"충청남도 천안시 동남구 대흥로 267 (대흥동, 천안맨션아파트)",충청남도 천안시 동남구 대흥동 43,생활방범,1,800,300,30,2020-09,041-521-5207,36.811987,127.148218,2021-09-30
16466,충청남도 천안시,,충청남도 천안시 동남구 원성동 580-12,생활방범,1,800,1,30,2020-09,041-521-5207,36.799282,127.161205,2021-09-30
16467,충청남도 천안시,,충청남도 천안시 동남구 목천읍 송전리 91,생활방범,1,200,135,30,2021-08,041-521-5207,36.835935,127.219845,2021-09-30
16468,충청남도 천안시,,충청남도 천안시 동남구 목천읍 송전리 91,생활방범,1,200,225,30,2021-08,041-521-5207,36.835935,127.219845,2021-09-30
16469,충청남도 천안시,,충청남도 천안시 동남구 목천읍 운전리 236-1,생활방범,1,200,315,30,2021-08,041-521-5207,36.765578,127.236017,2021-09-30
16470,충청남도 천안시,,충청남도 천안시 동남구 목천읍 운전리 236-1,생활방범,1,200,45,30,2021-08,041-521-5207,36.765578,127.236017,2021-09-30
16471,충청남도 천안시,,충청남도 천안시 동남구 목천읍 운전리 236-1,생활방범,1,200,225,30,2021-08,041-521-5207,36.765578,127.236017,2021-09-30
16472,충청남도 천안시,,충청남도 천안시 동남구 풍세면 풍서리 509-2,생활방범,1,200,0,30,2021-08,041-521-5207,36.722732,127.117343,2021-09-30
16473,충청남도 천안시,,충청남도 천안시 동남구 풍세면 풍서리 509-2,생활방범,1,200,270,30,2021-08,041-521-5207,36.722732,127.117343,2021-09-30
16474,충청남도 천안시,,충청남도 천안시 동남구 풍세면 풍서리 502,생활방범,1,200,-1,30,2021-08,041-521-5207,36.722718,127.115689,2021-09-30
16475,충청남도 천안시,,충청남도 천안시 동남구 풍세면 풍서리 502,생활방범,1,200,90,30,2021-08,041-521-5207,36.722718,127.115689,2021-09-30
16476,충청남도 천안시,,충청남도 천안시 동남구 풍세면 풍서리 502,생활방범,1,200,180,30,2021-08,041-521-5207,36.722718,127.115689,2021-09-30
16477,충청남도 천안시,,충청남도 천안시 동남구 풍세면 풍서리 502,생활방범,1,200,270,30,2021-08,041-521-5207,36.722718,127.115689,2021-09-30
16478,충청남도 천안시,,충청남도 천안시 동남구 풍세면 삼태리 205-3,생활방범,1,200,-1,30,2021-08,041-521-5207,36.74953,127.096156,2021-09-30
16479,충청남도 천안시,,충청남도 천안시 동남구 풍세면 삼태리 205-3,생활방범,1,200,45,30,2021-08,041-521-5207,36.74953,127.096156,2021-09-30
16480,충청남도 천안시,,충청남도 천안시 동남구 풍세면 삼태리 205-3,생활방범,1,200,225,30,2021-08,041-521-5207,36.74953,127.096156,2021-09-30
16481,충청남도 천안시,,충청남도 천안시 동남구 광덕면 신흥리 134-7,생활방범,1,200,-1,30,2021-08,041-521-5207,36.698682,127.117603,2021-09-30
16482,충청남도 천안시,,충청남도 천안시 동남구 광덕면 신흥리 134-7,생활방범,1,200,315,30,2021-08,041-521-5207,36.698682,127.117603,2021-09-30
16483,충청남도 천안시,,충청남도 천안시 동남구 북면 연춘리 192-3,생활방범,1,200,-1,30,2021-08,041-521-5207,36.7699,127.251458,2021-09-30
16484,충청남도 천안시,,충청남도 천안시 동남구 북면 연춘리 192-3,생활방범,1,200,90,30,2021-08,041-521-5207,36.7699,127.251458,2021-09-30
16485,충청남도 천안시,,충청남도 천안시 동남구 북면 연춘리 192-3,생활방범,1,200,180,30,2021-08,041-521-5207,36.7699,127.251458,2021-09-30
16486,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 244-9,생활방범,1,200,-1,30,2021-08,041-521-5207,36.795765,127.267861,2021-09-30
16487,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 244-9,생활방범,1,200,110,30,2021-08,041-521-5207,36.795765,127.267861,2021-09-30
16488,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 244-9,생활방범,1,200,200,30,2021-08,041-521-5207,36.795765,127.267861,2021-09-30
16489,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 254-3,생활방범,1,200,-1,30,2021-08,041-521-5207,36.797448,127.266013,2021-09-30
16490,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 254-3,생활방범,1,200,290,30,2021-08,041-521-5207,36.797448,127.266013,2021-09-30
16491,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 254-3,생활방범,1,200,200,30,2021-08,041-521-5207,36.797448,127.266013,2021-09-30
16492,충청남도 천안시,,충청남도 천안시 동남구 북면 용암리 193,생활방범,1,200,-1,30,2021-08,041-521-5207,36.799437,127.268428,2021-09-30
16493,충청남도 천안시,충청남도 천안시 동남구 서부대로 257-13,충청남도 천안시 동남구 신방동 62-53,생활방범,1,200,-1,30,2020-10,041-521-5207,36.790984,127.127428,2021-09-30
16494,충청남도 천안시,충청남도 천안시 동남구 서부대로 257-13,충청남도 천안시 동남구 신방동 62-53,생활방범,1,200,99,30,2020-10,041-521-5207,36.790984,127.127428,2021-09-30
16495,충청남도 천안시,충청남도 천안시 동남구 서부대로 257-13,충청남도 천안시 동남구 신방동 62-53,생활방범,1,200,223,30,2020-10,041-521-5207,36.790984,127.127428,2021-09-30
16496,충청남도 천안시,,충청남도 천안시 동남구 신방동 945,생활방범,1,200,137,30,2020-10,041-521-5207,36.778523,127.132649,2021-09-30
16497,충청남도 천안시,,충청남도 천안시 동남구 신방동 945,생활방범,1,200,315,30,2020-10,041-521-5207,36.778523,127.132649,2021-09-30
16498,충청남도 천안시,,충청남도 천안시 동남구 청당동 474,생활방범,1,200,-1,30,2020-10,041-521-5207,36.786443,127.155173,2021-09-30
16499,충청남도 천안시,충청남도 천안시 동남구 구성4길 10,충청남도 천안시 동남구 구성동 442-1,생활방범,1,200,8,30,2020-10,041-521-5207,36.796691,127.161789,2021-09-30
16500,충청남도 천안시,,충청남도 천안시 서북구 부대동 447,생활방범,1,200,-1,30,2021-08,041-521-5207,36.856625,127.143836,2021-09-30
16501,충청남도 천안시,,충청남도 천안시 서북구 부대동 447,생활방범,1,200,225,30,2021-08,041-521-5207,36.856625,127.143836,2021-09-30
16502,충청남도 천안시,,충청남도 천안시 서북구 부대동 447,생활방범,1,200,340,30,2021-08,041-521-5207,36.856625,127.143836,2021-09-30
16503,충청남도 천안시,,충청남도 천안시 서북구 부대동 447,생활방범,1,200,160,30,2021-08,041-521-5207,36.856625,127.143836,2021-09-30
16504,충청남도 천안시,,충청남도 천안시 서북구 두정동 2010,생활방범,1,200,10,30,2021-08,041-521-5207,36.834697,127.129554,2021-09-30
16505,충청남도 천안시,,충청남도 천안시 서북구 두정동 2010,생활방범,1,200,90,30,2021-08,041-521-5207,36.834697,127.129554,2021-09-30
16506,충청남도 천안시,,충청남도 천안시 서북구 성성동 685,생활방범,1,200,-1,30,2021-08,041-521-5207,36.84041,127.130033,2021-09-30
16507,충청남도 천안시,,충청남도 천안시 서북구 성성동 685,생활방범,1,200,0,30,2021-08,041-521-5207,36.84041,127.130033,2021-09-30
16508,충청남도 천안시,,충청남도 천안시 서북구 성성동 685,생활방범,1,200,180,30,2021-08,041-521-5207,36.84041,127.130033,2021-09-30
16509,충청남도 천안시,,충청남도 천안시 서북구 성성동 685,생활방범,1,200,270,30,2021-08,041-521-5207,36.84041,127.130033,2021-09-30
16510,충청남도 천안시,,충청남도 천안시 서북구 성성동 685,생활방범,1,200,45,30,2021-08,041-521-5207,36.84041,127.130033,2021-09-30
16511,충청남도 천안시,,충청남도 천안시 동남구 성남면 신사리 417-4,생활방범,1,200,0,30,2021-08,041-521-5207,36.742684,127.234017,2021-09-30
16512,충청남도 천안시,,충청남도 천안시 동남구 신부동 298-68,생활방범,1,200,250,30,2021-08,041-521-5207,36.826997,127.155292,2021-09-30
16513,충청남도 천안시,,충청남도 천안시 서북구 성환읍 성환리 372-2,생활방범,1,200,45,30,2021-08,041-521-5207,36.916317,127.132529,2021-09-30
16514,충청남도 천안시,,충청남도 천안시 서북구 성환읍 성환리 372-2,생활방범,1,200,110,30,2021-08,041-521-5207,36.916317,127.132529,2021-09-30
16515,충청남도 천안시,,충청남도 천안시 서북구 직산읍 군서리 427,생활방범,1,200,45,30,2021-08,041-521-5207,36.898179,127.142919,2021-09-30
16516,충청남도 천안시,,충청남도 천안시 서북구 직산읍 군서리 427,생활방범,1,200,170,30,2021-08,041-521-5207,36.898179,127.142919,2021-09-30
16517,충청남도 천안시,,충청남도 천안시 서북구 직산읍 모시리 64-10,생활방범,1,200,,30,2021-08,041-521-5207,36.871406,127.145683,2021-09-30
16518,충청남도 천안시,,충청남도 천안시 서북구 직산읍 모시리 64-10,생활방범,1,200,,30,2021-08,041-521-5207,36.871406,127.145683,2021-09-30
16519,충청남도 천안시,,충청남도 천안시 서북구 입장면 유리 197-1,생활방범,1,200,270,30,2021-08,041-521-5207,36.919947,127.219613,2021-09-30
16520,충청남도 천안시,,충청남도 천안시 서북구 성정동 709-10,생활방범,1,200,200,30,2021-08,041-521-5207,36.814831,127.136741,2021-09-30
16521,충청남도 천안시,,충청남도 천안시 서북구 쌍용동 1368,생활방범,1,200,190,30,2021-08,041-521-5207,36.80107,127.11851,2021-09-30
16522,충청남도 천안시,,충청남도 천안시 서북구 쌍용동 434-10,생활방범,1,200,-1,30,2021-08,041-521-5207,36.792321,127.121217,2021-09-30
16523,충청남도 천안시,,충청남도 천안시 서북구 쌍용동 434-10,생활방범,1,200,220,30,2021-08,041-521-5207,36.792321,127.121217,2021-09-30
16524,충청남도 천안시,,충청남도 천안시 서북구 쌍용동 434-10,생활방범,1,200,310,30,2021-08,041-521-5207,36.792321,127.121217,2021-09-30
16525,충청남도 천안시,,충청남도 천안시 서북구 쌍용동 434-10,생활방범,1,200,130,30,2021-08,041-521-5207,36.792321,127.121217,2021-09-30
16526,충청남도 천안시,,충청남도 천안시 동남구 목천읍 동평리 153-17,생활방범,1,200,,30,2021-09,041-521-5207,36.77205,127.234685,2021-09-30
16527,충청남도 천안시,,충청남도 천안시 동남구 목천읍 동평리 153-17,생활방범,1,200,,30,2021-09,041-521-5207,36.77205,127.234685,2021-09-30
16528,충청남도 천안시,,충청남도 천안시 동남구 목천읍 동평리 153-17,생활방범,1,200,,30,2021-09,041-521-5207,36.77205,127.234685,2021-09-30
16529,충청남도 천안시,,충청남도 천안시 동남구 목천읍 신계리 403-35,생활방범,1,200,,30,2021-09,041-521-5207,36.76999,127.20049,2021-09-30
16530,충청남도 천안시,,충청남도 천안시 동남구 목천읍 신계리 403-35,생활방범,1,200,,30,2021-09,041-521-5207,36.76999,127.20049,2021-09-30
16531,충청남도 천안시,,충청남도 천안시 동남구 목천읍 신계리 403-35,생활방범,1,200,,30,2021-09,041-521-5207,36.76999,127.20049,2021-09-30
16532,충청남도 천안시,,충청남도 천안시 동남구 병천면 탑원리 277-6,생활방범,1,200,,30,2021-09,041-521-5207,36.762529,127.304705,2021-09-30
16533,충청남도 금산군청,,충청남도 금산군 군북면 두두리 329-1,생활방범,5,200,고정,30,2019-07,041-750-4501,36.1676912,127.523593,2021-10-16
16534,충청남도 금산군청,,충청남도 금산군 군북면 내부리 172-2,생활방범,5,200,고정,30,2019-07,041-750-4501,36.1378119,127.507472,2021-10-16
16535,충청남도 금산군청,,충청남도 금산군 추부면 추정리 203-3,생활방범,5,200,고정,30,2019-07,041-750-4501,36.1837609,127.470758,2021-10-16
16536,충청남도 금산군청,,충청남도 금산군 추부면 추정리 362-1,생활방범,6,200,회전,30,2019-07,041-750-4501,36.1754923,127.472385,2021-10-16
16537,충청남도 금산군청,,충청남도 금산군 추부면 비례리 32-2,생활방범,4,200,회전,30,2019-07,041-750-4501,36.2073661,127.483909,2021-10-16
16538,충청남도 금산군청,,충청남도 금산군 진산면 삼가리 356,생활방범,2,200,고정,30,2019-07,041-750-4501,36.1200552,127.394381,2021-10-16
16539,충청남도 금산군청,,충청남도 금산군 진산면 두지리 205,생활방범,6,200,고정,30,2019-07,041-750-4501,36.170065,127.343984,2021-10-16
16540,충청남도 금산군청,,충청남도 금산군 복수면 백암리 132-4,생활방범,1,200,고정,30,2019-07,041-750-4501,36.2062684,127.399561,2021-10-16
16541,충청남도 금산군청,,충청남도 금산군 복수면 목소리 512-8,생활방범,5,200,고정,30,2019-07,041-750-3990,36.1768018,127.411568,2021-10-16
16542,충청남도 금산군청,,충청남도 금산군 남일면 황풍리 371-7,생활방범,5,200,고정,30,2019-07,041-750-3433,36.0836927,127.505765,2021-10-16
16543,충청남도 금산군청,,충청남도 금산군 남일면 마장리 933-2,생활방범,6,200,고정,30,2019-07,041-750-2375,37.8510544,127.499992,2021-10-16
16544,충청남도 금산군청,,충청남도 금산군 군북면 조정리 333-1,생활방범,5,200,고정,30,2019-07,041-750-3513,36.193523,127.521955,2021-10-16
16545,충청남도 금산군청,,충청남도 금산군 군북면 외부리 126-12,생활방범,5,200,고정,30,2019-07,041-754-8853,36.1384499,127.503232,2021-10-16
16546,충청남도 금산군청,,충청남도 금산군 군북면 외부리 445-2,생활방범,5,200,고정,30,2019-07,041-750-2375,36.1449523,127.498211,2021-10-16
16547,충청남도 금산군청,충청남도 금산군 군북면 돌안말길 77,충청남도 금산군 군북면 상곡리 605-3,생활방범,6,200,회전,30,2019-07,041-750-2375,36.2208724,127.572403,2021-10-16
16548,충청남도 금산군청,,충청남도 금산군 군북면 상곡리 840-10,생활방범,5,200,고정,30,2019-07,041-750-3513,36.2070334,127.569447,2021-10-16
16549,충청남도 금산군청,,충청남도 금산군 군북면 산안리 448-2,생활방범,6,200,회전,30,2019-07,041-750-3433,36.1940126,127.553396,2021-10-16
16550,충청남도 금산군청,,충청남도 금산군 군북면 보광리 501-3,생활방범,5,200,고정,30,2019-07,041-750-3433,36.2040258,127.545741,2021-10-16
16551,충청남도 금산군청,,충청남도 금산군 군북면 두두리 531,생활방범,5,200,고정,30,2019-07,041-750-2864,36.1665146,127.525573,2021-10-16
16552,충청남도 금산군청,,충청남도 금산군 군북면 동편리 252-3,생활방범,5,200,고정,30,2019-07,041-754-8853,36.1789326,127.524869,2021-10-16
16553,충청남도 금산군청,,충청남도 금산군 금성면 대암리 626-12,생활방범,2,41,고정,30,2019-07,041-750-3513,36.1590141,127.491911,2021-10-16
16554,충청남도 금산군청,충청남도 금산군 금산읍 금산천1길 39,충청남도 금산군 금산읍 아인리 51-45,생활방범,3,41,회전,30,2019-07,041-750-2536,36.1027226,127.485746,2021-10-16
16555,충청남도 금산군청,충청남도 금산군 금산읍 상옥로 16,충청남도 금산군 금산읍 상옥리 337-6,생활방범,1,41,회전,30,2019-07,041-750-2347,36.100746,127.482518,2021-10-16
16556,충청남도 금산군청,,충청남도 금산군 금산읍 상옥리 468-4,생활방범,1,41,회전,30,2019-07,041-750-2347,36.101981,127.481171,2021-10-16
16557,충청남도 금산군청,,충청남도 금산군 금산읍 상옥리 364-2,생활방범,1,41,회전,30,2019-07,041-750-2347,36.100083,127.480924,2021-10-16
16558,충청남도 금산군청,,충청남도 금산군 추부면 마전리 545-5,생활방범,1,41,회전,30,2019-07,041-750-3433,36.1897505,127.467468,2021-10-16
16559,충청남도 금산군청,,충청남도 금산군 추부면 마전리 545-5,생활방범,2,41,회전,30,2019-07,041-750-3433,36.1897505,127.467468,2021-10-16
16560,충청남도 금산군청,,충청남도 금산군 추부면 성당리 544-1,생활방범,2,41,회전,30,2019-07,041-750-2347,36.2239179,127.524233,2021-10-16
16561,충청남도 금산군청,,충청남도 금산군 금산읍 상리 173-1,생활방범,2,41,회전,30,2019-07,041-750-2347,36.1055787,127.486359,2021-10-16
16562,충청남도 금산군청,,충청남도 금산군 금산읍 하옥리 489,생활방범,6,41,회전,30,2019-07,041-750-2347,36.1000694,127.491065,2021-10-16
16563,충청남도 금산군청,,충청남도 금산군 금산읍 하옥리 489,생활방범,1,41,회전,30,2019-07,041-750-2347,36.1000694,127.491065,2021-10-16
16564,충청남도 금산군청,,충청남도 금산군 금산읍 하옥리 284-2,생활방범,2,41,회전,30,2019-07,041-750-2347,36.0977101,127.489726,2021-10-16
16565,충청남도 금산군청,,충청남도 금산군 금산읍 중도리 211-1,생활방범,6,41,고정,30,2019-07,041-750-2347,36.108056,127.494091,2021-10-16
16566,충청남도 금산군청,,충청남도 금산군 금산읍 음지리 625-1,생활방범,3,41,고정,30,2019-07,041-750-2375,36.0958305,127.467515,2021-10-16
16567,충청남도 금산군청,,충청남도 금산군 금산읍 아인리 502-59,생활방범,3,41,회전,30,2019-07,041-750-2347,36.1024612,127.479934,2021-10-16
16568,충청남도 금산군청,,충청남도 금산군 금산읍 상옥리 175-2,생활방범,1,41,회전,30,2019-07,041-750-4315,36.1000419,127.484535,2021-10-16
16569,충청남도 금산군청,,충청남도 금산군 금산읍 상리 377,생활방범,3,41,회전,30,2019-07,041-750-2375,36.1070659,127.486755,2021-10-16
16570,충청남도 금산군청,,충청남도 금산군 금산읍 상리 377,생활방범,2,41,회전,30,2019-07,041-750-2347,36.1070659,127.486755,2021-10-16
16571,충청남도 금산군청,,충청남도 금산군 금산읍 상리 277-4,생활방범,2,41,회전,30,2019-07,041-750-2347,36.111974,127.488926,2021-10-16
16572,충청남도 논산시청,,충청남도 논산시 채운면 심암리 351-2,어린이보호,1,200,360도 전방면,0,2018-12,041-746-6462,36.15105108,127.0715268,2021-09-30
16573,충청남도 논산시청,,충청남도 논산시 연산면 백석리 543-7,어린이보호,1,200,60도 전방면,0,2018-12,041-746-6462,36.24734524,127.1795745,2021-09-30
16574,충청남도 논산시청,,충청남도 논산시 연산면 백석리 543-7,어린이보호,1,200,60도 전방면,0,2018-12,041-746-6462,36.24734524,127.1795745,2021-09-30
16575,충청남도 논산시청,,충청남도 논산시 연산면 백석리 543-7,어린이보호,1,200,360도 전방면,0,2018-12,041-746-6462,36.24734524,127.1795745,2021-09-30
16576,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 67,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.1780821,127.1767275,2021-09-30
16577,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 67,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.1780821,127.1767275,2021-09-30
16578,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 64,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.1780821,127.1767275,2021-09-30
16579,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 64,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.1780821,127.1767275,2021-09-30
16580,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 781,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.18528431,127.1510371,2021-09-30
16581,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 781,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.18528431,127.1510371,2021-09-30
16582,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 879,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.18557938,127.1519789,2021-09-30
16583,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 879,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.18557938,127.1519789,2021-09-30
16584,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 749,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.18453732,127.1550141,2021-09-30
16585,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 749,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.18453732,127.1550141,2021-09-30
16586,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 757,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.1845376,127.1576156,2021-09-30
16587,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 757,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.1845376,127.1576156,2021-09-30
16588,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 610,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.18734752,127.1637672,2021-09-30
16589,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 610,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.18734752,127.1637672,2021-09-30
16590,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 526,다목적,1,200,60도 전방면,0,2018-11,041-746-6462,36.18945328,127.1697932,2021-09-30
16591,충청남도 논산시청,,충청남도 논산시 부적면 신풍리 526,다목적,1,200,360도 전방면,0,2018-11,041-746-6462,36.18945328,127.1697932,2021-09-30
16592,충청남도 논산시청,,충청남도 논산시 화지동 27-10,재난재해,1,200,360도 전방면,0,2018-11,041-746-6462,36.20896745,127.0917516,2021-09-30
16593,충청남도 논산시청,,충청남도 논산시 광석면 오강리 505-3,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.25636803,127.0781068,2021-09-30
16594,충청남도 논산시청,,충청남도 논산시 광석면 갈산리 373-10,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22129955,127.0617226,2021-09-30
16595,충청남도 논산시청,,충청남도 논산시 광석면 갈산리 373-10,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22129955,127.0617226,2021-09-30
16596,충청남도 논산시청,,충청남도 논산시 광석면 산동리 8-292,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22290183,127.0942714,2021-09-30
16597,충청남도 논산시청,,충청남도 논산시 광석면 산동리 8-292,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22290183,127.0942714,2021-09-30
16598,충청남도 논산시청,,충청남도 논산시 광석면 산동리 8-292,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22290183,127.0942714,2021-09-30
16599,충청남도 논산시청,,충청남도 논산시 성동면 원북리 160-71,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.23219997,127.0406457,2021-09-30
16600,충청남도 논산시청,,충청남도 논산시 성동면 원북리 160-71,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.23219997,127.0406457,2021-09-30
16601,충청남도 논산시청,,충청남도 논산시 성동면 원북리 160-71,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.23219997,127.0406457,2021-09-30
16602,충청남도 논산시청,,충청남도 논산시 벌곡면 만목리 212,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.17456189,127.3260775,2021-09-30
16603,충청남도 논산시청,,충청남도 논산시 벌곡면 만목리 212,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.17456189,127.3260775,2021-09-30
16604,충청남도 논산시청,,충청남도 논산시 벌곡면 어곡리 467-3,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22404509,127.3045978,2021-09-30
16605,충청남도 논산시청,,충청남도 논산시 벌곡면 어곡리 467-3,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22404509,127.3045978,2021-09-30
16606,충청남도 논산시청,,충청남도 논산시 벌곡면 신양리 587-3,생활방범,1,200,60도 전방면,0,2017-12,041-746-6462,36.22273402,127.2779585,2021-09-30
