번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
2458,시1205대산5,방범용,가로변,대산5,,대산읍 대산리 119,36.93801,126.43392,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2459,시1501동부1,방범용,가로변,동부1,,동문동 900,36.78258,126.45619,양방향,N,N,N,,2015,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2460,시1502동부2,방범용,가로변,동부2,,동문동 900,36.7823,126.45626,양방향,N,N,N,,2015,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2461,시1503동부3,방범용,가로변,동부3,,동문동 900,36.78202,126.45589,양방향,N,N,N,,2015,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2462,시1504동부4,방범용,가로변,동부4,,동문동 900,36.78235,126.45538,양방향,N,N,N,,2015,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2463,시1604동부시장,방범용,가로변,동부시장,,동문동 900,36.78273,126.45536,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2464,시1604해미4,방범용,가로변,해미4,,해미면 읍내리 184-1,36.71119,126.54655,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2465,시1606해미6,방범용,가로변,해미6,,해미면 읍내리 184-1,36.71087,126.54702,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2466,어0901부춘초후문,방범용,가로변,부춘초후문,,읍내동 789-19,36.77884,126.44489,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2467,어0902서동초후문,방범용,가로변,서동초후문,,동문동 1261,36.78311,126.46685,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2468,어0903서산초후문,방범용,가로변,서산초후문,,동문동 910-9,36.78023,126.45639,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2469,어0904석림초후문,방범용,가로변,석림초후문,,석림동 486-4,36.76932,126.46601,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2470,어0905학돌초후문,방범용,가로변,학돌초후문,,읍내동 586-6,36.78555,126.44483,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2471,어0906예천초정문,방범용,가로변,예천초정문,,예천동 78-2,36.7704,126.44927,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2472,어0907동문초샛길,방범용,가로변,동문초샛길,,동문동 78-11,36.78766,126.46559,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2473,어0908동문초초입,방범용,가로변,동문초초입,,동문동 1-44,36.78625,126.4677,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2474,어1001고북초,방범용,가로변,고북초,,고북면 기포리 293-7,36.66763,126.53067,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2475,어1002대산초,방범용,가로변,대산초,,대산읍 대산리 96-3,36.93943,126.43577,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2476,어1003부춘초,방범용,가로변,부춘초,,읍내동 79-3,36.7788,126.44768,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2477,어1004서동초초입,방범용,가로변,서동초초입,,동문동 95-9,36.78169,126.46711,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2478,어1005서림초,방범용,가로변,서림초,,석남동 66-6,36.76712,126.46078,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2479,어1006서산초,방범용,가로변,서산초,,동문동 913-9,36.78114,126.45528,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2480,어1007운산초,방범용,가로변,운산초,,운산면 용장리 712,36.81117,126.58329,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2481,어1008학돌초,방범용,가로변,학돌초,,읍내동 628,36.78491,126.44519,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2482,어1101대진초,방범용,가로변,대진초,,대산읍 기은리 598-46,36.97707,126.38518,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2483,어1102명지초,방범용,가로변,명지초,,대산읍 대로리 278-2,36.97076,126.41084,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2484,어1103부석초,방범용,가로변,부석초,,부석면 취평리 368-15,36.71531,126.3928,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2485,어1105예천초초입,방범용,가로변,예천초초입,,예천동 1331,36.76771,126.44874,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2486,어1106오산초,방범용,가로변,오산초,,오남동 305-6,36.74595,126.48348,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2487,노1956고산리 말산 경로당,방범용,가로변,고산리 말산 경로당,,운산면 고산리 411-2,36.78689,126.62875,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2488,노1957고풍 경로당,방범용,가로변,고풍 경로당,,운산면 고풍리 37-6,36.77484,126.62751,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2489,노1958갈산2리 경로당,방범용,가로변,갈산2리 경로당,,운산면 갈산리 산 153-5,36.80497,126.57833,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2490,노1959갈산2리 경로당-2,방범용,가로변,갈산2리 경로당-2,,운산면 갈산리 산 153-5,36.80539,126.57954,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2491,노1960고색동 경로당,방범용,가로변,고색동 경로당,,운산면 고풍리 289-1,36.77741,126.61331,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2492,노1961팔중리 경로당,방범용,가로변,팔중리 경로당,,운산면 팔중리 64-1,36.79387,126.6367,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2493,노1962여미리 경로당,방범용,가로변,여미리 경로당,,운산면 여미리 279,36.82298,126.57395,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2494,노1964갈산1리.4리 경로당,방범용,가로변,갈산1리.4리 경로당,,운산면 갈산리 63-5,36.81279,126.57151,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2495,노1965수당리 경로당,방범용,가로변,수당리 경로당,,운산면 수당리 228-6,36.8137,126.59736,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2496,노1966수평1리 경로당,방범용,가로변,수평1리 경로당,,운산면 수평리 241-4,36.8029,126.6151,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2497,노1967갈산3리 경로당,방범용,가로변,갈산3리 경로당,,운산면 갈산리 51-3,36.79725,126.57681,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2498,노1969반양1리 경로당,방범용,가로변,반양1리 경로당,,해미면 반양리 384,36.71941,126.53992,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2499,노1970삼송2리 경로당,방범용,가로변,삼송2리 경로당,,해미면 삼송리 672-2,36.74258,126.55535,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2500,노1971황락리 경로당,방범용,가로변,황락리 경로당,,해미면 황락리 184-4,36.71317,126.55753,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2501,노1972오학리 경로당,방범용,가로변,오학리 경로당,,해미면 오학리 220-1,36.72177,126.55216,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2502,노1973저성리 경로당,방범용,가로변,저성리 경로당,,해미면 저성리 251-5,36.7055,126.52328,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2503,노1974억대리 경로당,방범용,가로변,억대리 경로당,,해미면 억대리 237-1,36.72622,126.51941,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2504,노1975동문43통 경로당,방범용,가로변,동문43통 경로당,,동문동 344-24,36.78135,126.46202,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2505,노1976샤론노인요양원,방범용,기타,샤론노인요양원,,고북면 가구리 166-46,36.67165,126.54297,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2506,노1977동문71통 경로당,방범용,가로변,동문71통 경로당,,동문동 1032,36.77741,126.45696,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2507,노1978동문81통 경로당,방범용,가로변,동문81통 경로당,,동문동 989-7,36.77822,126.45446,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2508,노1979동문81통 경로당-2,방범용,가로변,동문81통 경로당-2,,동문동 989-7,36.77822,126.45446,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2509,노1980동문82통 경로당,방범용,가로변,동문82통 경로당,,동문동 1038-9,36.77616,126.45577,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2510,노1982양대3통 마을회관,방범용,가로변,양대3통 마을회관,,양대동 723-73,36.73088,126.44828,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2511,노1985장2통 경로당,방범용,가로변,장2통 경로당,,장동 277-4,36.73845,126.47979,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2512,노1986온석동 충효회관,방범용,가로변,온석동 충효회관,,온석동 13-3,36.80294,126.47418,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2513,노1988잠홍2통 마을회관,방범용,가로변,잠홍2통 마을회관,,잠홍동 367-6,36.79193,126.48176,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2514,노1989신정2리 마을회관,방범용,가로변,신정2리 마을회관,,고북면 신정리 246-1,36.69732,126.50749,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2515,노1991도성3리 마을회관,방범용,가로변,도성3리 마을회관,,지곡면 도성리 252,36.88409,126.41185,양방향,N,N,N,,2019,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2516,방0909서부상가입,방범용,가로변,서부상가입,,읍내동 146,36.78059,126.45079,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2517,방0910동부시장입,방범용,가로변,동부시장입,,동문동 308-21,36.78216,126.45794,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2518,방0911터미널포장,방범용,가로변,터미널포장,,동문동 288-15,36.78138,126.458,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2519,방0912행복웨딩홀,방범용,가로변,행복웨딩홀,,동문동 1088,36.7806,126.46123,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2520,방0913세탁풍경,방범용,가로변,세탁풍경,,동문동 479-1,36.7893,126.46051,양방향,N,N,N,,2009,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2521,방1001DC마트,방범용,가로변,DC마트,,동문동 441-64,36.78807,126.46068,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2522,방1002미소한의원,방범용,가로변,미소한의원,,읍내동 410-11,36.78682,126.44583,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2523,방1004단군상,방범용,가로변,단군상,,동문동 696-4,36.7858,126.45114,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2524,방1005에덴정육점,방범용,가로변,에덴정육점,,동문동 1044-5,36.78493,126.45328,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2525,어1107음암초,방범용,가로변,음암초,,음암면 도당리 847-2,36.79926,126.51938,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2526,어1108고북놀이터,방범용,가로변,고북놀이터,,고북면 양천리 522,36.65876,126.52967,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2527,어1109해미놀이터,방범용,가로변,해미놀이터,,해미면 읍내리 221-81,36.70962,126.54309,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2528,어1110음암놀이터,방범용,가로변,음암놀이터,,음암면 도당리 1293-11,36.80082,126.51767,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2529,어1201부성초,방범용,가로변,부성초,,지곡면 화천리 304-3,36.864,126.43639,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2530,어1202해미초,방범용,가로변,해미초,,해미면 반양리 423-1,36.71686,126.54371,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2531,어1203언암초,방범용,가로변,언암초,,해미면 기지리 1-18,36.70603,126.51295,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2532,어1204운신초,방범용,가로변,운신초,,운산면 신창리 357-3,36.75613,126.56267,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2533,어1205성봉학교,방범용,가로변,성봉학교,,성연면 명천리 30-16,36.83275,126.49846,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2534,어1301인지초,방범용,가로변,인지초,,인지면 둔당리 232-9,36.75525,126.4268,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2535,어1302서령초,방범용,가로변,서령초,,죽성동 81-2,36.7438,126.4485,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2536,어1304가사초,방범용,가로변,가사초,,부석면 가사리 351-1,36.75194,126.37204,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2537,어1305차동초,방범용,가로변,차동초,,인지면 차리 113-1,36.77573,126.40092,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2538,어1306팔봉초,방범용,가로변,팔봉초,,팔봉면 양길리 1110-5,36.82681,126.36241,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2539,어1307강당초,방범용,가로변,강당초,,부석면 강당리 531-3,36.66192,126.40059,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2540,어1308동암초,방범용,가로변,동암초,,음암면 신장리 251-1,36.76163,126.51153,양방향,N,N,N,,2013,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2541,어1501예천초후문,방범용,가로변,예천초후문,,예천동 78-2,36.77,126.45011,양방향,N,N,N,,2015,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2542,어1502천사유치원,방범용,가로변,천사유치원,,동문동 667,36.78707,126.4557,양방향,N,N,N,,2015,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2543,어1601서광유치원,방범용,가로변,서광유치원,,읍내동 561-1,36.78999,126.44604,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2544,어1602서정유치원,방범용,가로변,서정유치원,,읍내동 610-10,36.78411,126.4461,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2545,어1603서령유치원,방범용,가로변,서령유치원,,석남동 119-8,36.76808,126.45288,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2546,어1604해맑은,방범용,가로변,해맑은,,석남동 34-12,36.77194,126.45479,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2547,어1605석림유치원,방범용,가로변,석림유치원,,석림동 519-4,36.77276,126.46555,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2548,어1606꿈동산,방범용,가로변,꿈동산,,석림동 179-1,36.77756,126.4691,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2549,어1607아이이큐,방범용,가로변,아이이큐,,인지면 풍전리 203-2,36.77348,126.42738,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2550,어1608우리유치원,방범용,가로변,우리유치원,,인지면 둔당리 127-6,36.76375,126.42352,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2551,어1609경인유치원,방범용,가로변,경인유치원,,성연면 고남리 149-4,36.8164,126.43945,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2552,어1610대장유치원,방범용,가로변,대장유치원,,대산읍 영탑리 595-20,36.93119,126.43745,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2553,어1611늘푸른,방범용,가로변,늘푸른,,지곡면 무장리 936-3,36.84415,126.44552,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2554,어1612서동초교회,방범용,가로변,서동초교회,,동문동 90,36.78328,126.46832,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2555,어1613서림유치원,방범용,가로변,서림유치원,,석남동 63-26,36.76729,126.45959,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2556,어1614서령초후문,방범용,가로변,서령초후문,,죽성동 92-2,36.74321,126.44763,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2557,어1615인지초후문,방범용,가로변,인지초후문,,인지면 둔당리 235,36.75611,126.42615,양방향,N,N,N,,2016,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2558,어1701서산초,방범용,가로변,서산초,,동문동 1017-20,36.77971,126.45569,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2559,어1725성연초,방범용,가로변,성연초,,성연면 일람리 1086,36.82369,126.44946,양방향,N,N,N,,2017,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2560,어1801서남초정문,방범용,가로변,서남초정문,,예천동 464-8,36.77037,126.44411,양방향,N,N,N,,2018,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2561,어1802서남초후문,방범용,가로변,서남초후문,,예천동 464-7,36.76957,126.44509,양방향,N,N,N,,2018,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2562,주18부춘동사무소,방범용,가로변,동사무소,,읍내동 625,36.78591,126.44801,양방향,N,N,N,,2018,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2563,방1006양유정,방범용,가로변,양유정,,읍내동 313,36.78207,126.44937,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2564,방1007석림주공,방범용,가로변,석림주공,,석림동 499-1,36.77185,126.46606,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2565,방1009참맛야식,방범용,가로변,참맛야식,,동문동 1044-21,36.78277,126.46163,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2566,방1011가사초,방범용,가로변,가사초,,부석면 가사리 1377,36.7515,126.37342,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2567,방1012한서대원룸,방범용,가로변,한서대원룸,,해미면 대곡리 405-5,36.69094,126.58078,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2568,방1014대영중기,방범용,가로변,대영중기,,대산읍 독곶리 123-59,36.99129,126.36796,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2569,방1033관광농원,방범용,가로변,관광농원,,수석동 76-6,36.77074,126.49021,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2570,방1034구주공입구,방범용,가로변,구주공입구,,동문동 233-12,36.77755,126.46413,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2571,방1035롯데캐슬A,방범용,가로변,롯데캐슬A,,읍내동 845-9,36.77707,126.44198,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2572,방1036모아슈퍼,방범용,가로변,모아슈퍼,,석남동 6-78,36.77493,126.45352,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2573,방1037더존주택,방범용,가로변,더존주택,,읍내동 674,36.78163,126.44491,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2574,방1038궁전빌라,방범용,가로변,궁전빌라,,읍내동 710-15,36.77961,126.4437,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2575,방1039시티A,방범용,가로변,시티A,,동문동 512-6,36.78718,126.46282,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2576,방1040사랑채,방범용,가로변,사랑채,,동문동 252-7,36.7794,126.46018,양방향,N,N,N,,2010,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2577,방1101부영A,방범용,가로변,부영A,,읍내동 624-5,36.78363,126.44501,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2578,방1103터미널옷집,방범용,가로변,터미널옷집,,동문동 311-29,36.78221,126.4586,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2579,방1104동문82통,방범용,가로변,동문82통,,동문동 807,36.77553,126.45515,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2580,방1105음암구치소,방범용,가로변,음암구치소,,음암면 부산리 470-4,36.81607,126.49125,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2581,방1107광축,방범용,가로변,광축,,팔봉면 어송리 902-1,36.79393,126.36101,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2582,방1108양길삼거리,방범용,가로변,양길삼거리,,팔봉면 양길리 1232,36.82565,126.36936,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2583,방1109양유정주택,방범용,가로변,양유정주택,,읍내동 376,36.783,126.44754,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2584,방1110억대사거리,방범용,가로변,억대사거리,,해미면 전천리 292-5,36.71971,126.53523,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2585,방1111명지치안,방범용,가로변,명지치안,,대산읍 대로리 1008-2,36.96767,126.41218,양방향,N,N,N,,2011,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2586,방1201기포출입로,방범용,가로변,기포출입로,,고북면 기포리 9-1,36.67563,126.53194,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2587,방1203효자마트,방범용,가로변,효자마트,,부석면 취평리 296-2,36.71275,126.39242,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2588,방1204신주공후문,방범용,가로변,신주공후문,,석림동 955,36.77207,126.46204,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2589,방1205산해별미,방범용,가로변,산해별미,,동문동 426-5,36.78421,126.45801,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2590,방1206칠전삼거리,방범용,가로변,칠전삼거리,,부석면 칠전리 361-5,36.67323,126.38943,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2591,방1208오목내,방범용,가로변,오목내,,팔봉면 어송리 1245-1,36.81642,126.35001,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2592,방1209부석송시리,방범용,가로변,부석송시리,,부석면 송시리 116-9,36.73526,126.38337,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2593,방1211기은2입구,방범용,가로변,기은2입구,,대산읍 기은리 100-1,36.96937,126.40333,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2594,방1212대기주유소,방범용,가로변,대기주유소,,대산읍 기은리 80-6,36.969,126.39637,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2595,방1213예성철강,방범용,가로변,예성철강,,대산읍 대산리 604,36.95452,126.42478,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2596,방1214독곶교차,방범용,가로변,독곶교차,,대산읍 독곶리 120,36.98805,126.3764,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2597,방1216영탑1리,방범용,가로변,영탑1리,,대산읍 영탑리 20-235,36.91044,126.46573,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2598,방1218웅도삼거리,방범용,가로변,웅도삼거리,,대산읍 대로리 산 274-1,36.94716,126.39832,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2599,방1220꿈의궁전,방범용,가로변,꿈의궁전,,대산읍 영탑리 526-2,36.92249,126.44152,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2600,방1221대산5회관,방범용,가로변,대산5회관,,대산읍 대산리 657-5,36.94974,126.42698,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2601,방1222산수장,방범용,가로변,산수장,,대산읍 대산리 148-5,36.93534,126.43612,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2602,방1223오지삼거리,방범용,가로변,오지삼거리,,대산읍 오지리 산 34-14,36.9501,126.38265,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2603,방1224왕국회관,방범용,가로변,왕국회관,,대산읍 영탑리 445-18,36.91635,126.44344,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2604,방1225환성오거리,방범용,가로변,환성오거리,,지곡면 환성리 875,36.91044,126.44224,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2605,방1227삼호A,방범용,가로변,삼호A,,대산읍 대산리 699-4,36.94706,126.42751,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2606,방1232대죽리입구,방범용,가로변,대죽리입구,,대산읍 대죽리 산166-2,36.98929,126.39803,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2607,방1233황금산주차,방범용,주차장,황금산주차,,대산읍 독곶리 569-78,36.98683,126.33405,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2608,방1234운산양수장,방범용,가로변,운산양수장,,대산읍 운산리 2409,36.92333,126.47952,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
2609,방1235동원농장,방범용,가로변,동원농장,,대산읍 운산리 198-97,36.92421,126.4716,양방향,N,N,N,,2012,2021-11-18,Y,서산시청,041-660-3170,2021-11-19
